,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
LDL,-0.053022652692951054,-0.0887371382326872,0.015763658437879403,0.029196992928477262,0.13704805003189943,0.028293237638800355,-0.030294474052635915,0.1116159015127878,-0.3753594345572502,0.08374810454547342,0.17308555470931708,-0.0285524609008793,0.05949184282982842,-0.020193517143200737,0.40144862415604776,-0.09221186812306296,0.11455401061273264,0.10103115388276,-0.005562594105030209,0.09299047623712786,-0.06712150355313393,0.14192768102694697,-0.16680780263969852,-0.031539203778041223,-0.10804670067680798,0.024044164448559193,0.042171278790665255,0.23017947177950002,-0.046964834870972055,-0.013095396669931439,-0.13804495529445182,-0.0013198115892811416,-0.049218697205055444
WLH,0.0088410233215224,-0.003007792749055071,0.15951558061556723,0.3979716052791267,-0.0635888112304964,0.362896368453841,0.10098203798558035,0.08946719979728296,-0.0064599159453372825,0.20423220209485854,-0.06279687530575911,0.050356892368692806,-0.33251517465187225,-0.05851674996504963,0.11930668407336806,-0.150602376958128,-0.024144762823807012,0.08834375490913288,0.06362850786774094,-0.09686416349627772,0.16421298303448167,-0.0004411536436701832,-0.08728425856146174,0.029317457663343757,-0.24030764143642439,0.14398339457123438,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
MTB,0.0626130431202694,0.043422006681288365,0.050130922851246304,-0.1991505093061978,0.08213058460675685,-0.036982787400385665,0.720465426265004,-0.7454426827079534,-0.36952000277182645,0.7742985492912619,0.0711610770425056,-0.23707597483371343,-0.2875101516874474,0.16975270981988141,0.34249410139476183,-0.1768306165771589,-0.2596412251576939,-0.11902205408517035,-0.1436226048764742,0.08262589324458877,-0.10717118380488838,-0.032740770537662285,-0.05671829052637361,0.09660845840265611,-0.22199423233451035,-0.1600587448760626,-0.047074626499199676,-0.015727426857703754,0.0011095082657291194,0.003318746354164659,0.03036401447685166,0.1515239133623858,0.08273223692081533
MBI,0.13312852138134643,-0.10905746564053835,0.10551792668180408,-0.07575716541694497,-0.07144249549970604,-0.0748237987806322,-0.11715561019860588,0.019488676960081937,-0.30706743444378987,0.0006319982801835461,-0.2342887829118683,-0.30888756977390297,-0.016527653670131735,0.12104923038377632,-0.01734373184515469,-0.01827995554551034,0.18130843786711737,-0.26494764392900483,-0.2841307438687159,-0.4311126482701667,-0.23521651985290903,-0.4220615483594399,-0.40239552868395495,-0.27897010045522924,-0.26602377163369306,-0.2283395883879649,-0.5242098283856751,-0.8002779640603163,-0.8152576991672036,-0.7560941743017591,-0.05957263951035774,-0.014522528272594757,0.29848045841110754
MBFI,0.08382552221487663,-0.37332583991787777,0.17336842581167958,-0.26770716708641645,0.5909814909039987,0.18672908068057636,-0.046229822996850606,0.18907613737314766,-0.31302726897191463,0.45346728169760964,-0.02460875513289759,-0.0008692852931637524,0.343907284104271,0.31589757544957703,0.6316116331489671,0.059477572986233615,0.19978814186599644,-0.20364158605434315,0.28193204619872253,-0.17223736581584304,0.026153750121899428,0.09159965723084762,-1.0,-0.9797214569941842,0.9405673120216119,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDC,0.05996115591130329,0.0712676078139094,0.3988634215394697,-0.23429543104506037,0.41553021816056185,-0.09584977470357035,0.30600504087157665,-0.11742602152282298,-0.4862718670805124,0.0293450393892733,-0.22802531516853733,0.02178353597310122,0.21961491028653546,-0.03235083230845004,0.4735520592183061,0.10676547451567582,-0.09270474296771847,0.2968693690678018,0.2039740835809948,-0.2355194794205253,0.15595551434494373,0.016857693863967238,0.18869891606908867,0.12092058301028587,0.09863166471579342,0.056682216529594175,-0.00877514090505928,-0.05343808716474259,0.13735395849809462,-0.04542990369841231,0.3724721032076376,-0.09611926730254955,-0.2545447883062704
MDU,-0.08625258776902675,0.07706480540197037,0.25197032594069546,0.1913322645742887,0.06989450905772122,0.06686555857476195,0.6831777062305533,-0.7214311740868079,-0.39354174452577967,0.36783437567983535,0.08383029880943557,0.08076224410265702,0.13131073597335635,-0.06027702246201457,0.3803492840635103,0.02154239137776534,-0.007837683923344855,-0.08598972825768073,0.15506516558457778,-0.046216893171745405,0.15089311645663644,0.17287653447052972,0.008361184617597568,0.16940672217712063,0.050518150555586394,-0.08971748703961295,0.07620513290235478,-0.03301831960665814,0.10811499345794488,-0.11208208877832086,0.024129198075317163,0.06155165837698343,0.062018351182357184
MCR,0.3169026919011347,0.10585029916194429,0.4350602001307731,0.5681923648651733,0.14078522253282935,-0.16791265375731543,0.13274964794563246,0.21919892430553606,-0.0061123510605536275,0.023893808432411873,-0.2163202017257271,-0.3296405025007023,-0.08911150720584417,-0.1302611354967749,-0.3466459418823816,-0.4908169191773498,-0.40290333498028186,-0.4984244642879237,-0.15429341923832535,0.027982142947369098,-0.5911614067606458,0.10527012280971978,-0.3029557436433205,-0.5866405597049087,-0.26298750117728964,-0.42083349238982837,-0.08239658382298999,0.09318910375145094,-0.7965975911644101,0.8511906007160138,0.6545371933706099,-0.5789577665599739,0.46637552222962225
MFA,0.11504697124002636,0.2398502073813274,0.016669120236954594,-0.027982831416152324,0.05473666439091004,0.15185861349529944,0.07610853639072993,0.03356605244697551,-0.4837768060813687,0.5486690464082601,0.06814791343756668,-0.05687471035714464,-0.09690485525838045,-0.08109236528228687,0.29877954028529397,0.4087461377145779,0.07157686512574615,0.017255583409920696,-0.15563705189195856,-0.09141017795809098,0.6826975164521699,-0.0593005061449398,0.021208834726824614,-0.005943936727858049,-0.030761042121698473,-0.1863561266085999,-0.595813675092649,-0.13723565398025864,-0.5253515666508944,0.02043985870214041,-0.04968999495818999,0.24476842566340012,-0.048814772657550326
MMT,0.3050035107310795,0.506401675624333,0.4524374804961103,0.4905041059822077,0.3631178390079346,0.2604861117996803,0.0367994103622098,0.3168439083549168,-0.35330569935596096,0.3343815466647109,-0.018472065635406876,-0.3441669129591025,-0.2604416927676414,-0.29759488028346964,-0.4466116601576688,-0.7021125673583715,-0.20295004091734695,-0.419898612445921,-0.07731664547455537,-0.3081401630580562,-0.25519465993408424,0.06611896845728879,0.16264454455937327,-0.29923144784926237,-0.6697729195707629,-0.3976994183712207,0.30242157219702254,0.28665487645296994,-0.37756334780744444,-0.22495280054474534,0.5245268134111654,-0.7641895741771437,0.6731117356118221
MFM,-0.11394730961189879,0.22621490674527756,-0.06101877220007393,0.3201308940470337,0.36137066714557614,0.6559728457242965,0.19312223063096484,0.3751615644320583,0.11377509437898951,-0.35819359856440625,0.05035065513569892,0.3005579339835168,0.07161519970982595,0.39508654886404615,0.1972071634235429,-0.055994212716322156,0.3198601229325251,0.35566376073741696,-0.4190081895133063,-0.050581209567421924,0.18377958753222404,0.12804016975307697,0.23927954269399818,-0.23536708041673124,0.03590522228675701,0.42938533806162715,-0.11220960268113529,0.4407603779798005,-0.12558746210524332,0.29929161352399614,0.440714493971908,0.04958433213987334,0.32386909890000126
MIN,0.5938784747756811,0.4714827159281113,0.1773520274175443,0.16322803458698837,0.0975297048993062,0.7550093435283002,-0.14796438048762015,0.2336969464842954,0.6315303073153422,0.6453606898151816,0.34234488935589225,-0.3288093577118383,-0.19548829255959743,0.44647024889053116,0.6311043206623644,0.2170020853069994,-0.5014076053207185,0.1566933645513619,0.4270128806366152,-0.046505452512761336,0.10447113744597757,-0.14563524955823967,0.8222473984945551,-0.00418122035162922,0.019593056789160054,-0.15182314895089793,-0.038637254784453456,-0.04260369296434465,0.21939108560896334,-0.3883418103311045,-0.23131607334634005,-0.31779928755333897,0.12682401358843456
MFV,-0.793518291185858,1.0,0.4260489934513704,0.08625319274346716,1.0,1.0,0.06809201241885408,0.5110632825008531,0.8376375593741027,0.32769152848428795,0.5926502605167195,-0.4649191569995319,-0.008462995079083963,0.06229311864801477,-0.7278884185691485,-0.6742127197849621,-0.5022439900093663,0.1727937737366934,-0.4230087691398973,0.7053235745589642,-0.6400543206346937,0.9841352449383877,-0.5044107268877911,0.5308565722697467,-0.9889357465553353,0.9090584216018411,0.5224400871459695,-0.787962147887324,-0.745344941928682,0.03586029150373267,0.6358854830907252,-0.8427051894394467,0.2660001495923608
MGCD,0.46740349995813446,0.8534826738818349,0.06473569876900796,-0.29109224413719503,-0.3878137190596196,-0.47339780850379676,0.17691772604921718,-0.8831048821808101,-0.9786712168070811,0.5512054994986495,0.7912526448295256,0.7780701424651355,0.011633370829714221,0.0824439028489789,0.665116391881977,-0.07823632739258295,0.9349518729691619,-0.5273060142069946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MF,-1.0,0.0,0.0,0.0,0.0,0.9984474098915516,-1.0,-1.0,-1.0,-1.0,-1.0,0.997702641961744,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6642798661766174
