PERMNO,PERMCO,HTICK,HTSYMBOL,CUSIP
61293,25662,,,70151910
61305,1435,,,25544310
61313,1344,DCI,DCI,25765110
61314,25663,,,70161310
61321,1264,,,25865110
61322,6468,,PRLX,70163010
61348,2063,,,36442410
61356,1904,,,40070510
61357,3459,,PAROC,70212520
61364,25664,,,48343110
61365,3463,,PASQB,70266510
61372,21063,,,50023010
61373,3463,,PASQA,70266520
61380,2711,,,52189010
61381,25665,,,70266810
61399,2709,LOW,LOW,54866110
61400,3653,,PPTI,70285210
61401,25666,,MMBL,55478320
61402,3706,,,70285410
61428,25667,,MALTZ,56167150
61429,6255,,PSTA,70285610
61436,2802,,,57772610
61437,3465,,PATF,70290010
61444,3186,,,63619510
61445,3467,,,70309610
61452,25668,,,69553310
61453,25669,,,70319110
61460,3620,,PNRL,70935210
61479,5018,,,98157510
61487,59,AE,AE,00635130
61488,3717,,PTLX,70324410
61495,541,,,05583010
61496,3466,PATK,PATK,70334310
61508,655,BIOB,BIOB,09057210
61509,5284,,PATB,70335510
61516,655,BIO,BIO,09057220
61517,3468,,PATT,70349510
61524,20481,,CDO,20033610
61525,3559,,PHRSQ,70355510
61532,20535,,,22821930
61540,1533,,,29200710
61541,25670,,,70382710
61559,25671,,,35177510
61560,7162,,PSBK,74331310
61567,2130,HXL,HXL,42829110
61575,2204,,,44315310
61576,3471,,PAXTA,70423310
61583,2471,,,34747110
61584,3593,,,70429810
61591,21239,,,05945110
61592,28971,,,70431810
61604,3335,,,67478610
61605,3476,,,70432210
61612,3406,,,12603010
61613,3469,,,70432410
61620,3811,,,75623110
61621,6333,PAYX,PAYX,70432610
61639,25672,,,78644210
61640,3472,,PAYC,70432710
61647,25673,,,80366610
61648,3478,,,70451410
61655,4025,,,81606810
61656,3491,,,70467010
61663,4517,,,89149030
61664,3721,,,70467210
61671,21855,,,91913810
61672,6588,,PHCI,70467410
61698,4775,,,92006210
61699,6388,,PHSI,70488510
61700,4797,,VII,92581110
61701,3700,,,70488620
61719,338,,,04013810
61720,4977,,WPOG,70501970
61727,865,,,15862710
61728,3587,,,70521710
61735,20203,AON,AON,G0403H10
61736,3509,,PEEK,70538210
61743,1285,DLX,DLX,24801910
61744,3493,,PCHN,70549210
61751,2249,,,44040810
61752,25674,,,70549610
61778,2591,,KYO,50155620
61779,25675,,,70550610
61786,25676,,,55290010
61787,3610,,PMFG,69345P10
61794,25677,,,55301310
61795,6555,,CEMC,15662030
61807,21219,MOGA,MOGA,61539420
61815,3219,,NBL,65504410
61816,3510,,,70614110
61823,3504,,,71461110
61831,25678,,,75156810
61832,3511,,PELRY,70614340
61858,4312,,,14762110
61859,3603,,,70614610
61866,4449,,,87246420
61867,6506,,PNSL,70712510
61874,4448,,,88629610
61875,25679,,,70715110
61882,21877,,,92925310
61883,25680,,,70720310
61890,25681,,,93164710
61891,3618,,,70731710
61903,11,,,00037010
61911,390,,,04945610
61912,25682,,,70744810
61938,20248,,BRE,05564E10
61939,6928,,PEMD,70754810
61946,511,BKH,BKH,09211310
61947,3644,,PPAC,70757620
61954,25683,,,13342910
61955,3730,,PVA,70788210
61962,25684,,,13690010
61963,3736,,PYANA,70789210
61970,25685,,,50090210
61989,2539,,,49348410
61990,3614,,,45810410
61997,3053,,,55361710
61998,25686,,,70856910
62009,2773,,,57040810
62010,3519,,,70872010
62017,2831,,,60790810
62018,3591,,,70931910
62025,3611,,,74017810
62026,5853,,PSLI,70961810
62033,3781,,RAVN,75421210
62034,3622,,PNR,70963110
62041,3931,,,76536110
62042,6893,,PENX,70705110
62068,21636,SOR,SOR,83614410
62069,3533,,PEXP,70976410
62076,25687,,,88167610
62084,9046,,KENT,49056020
62085,5527,,,70979110
62092,4557,TMO,TMO,88355610
62093,6763,,PGAI,70990510
62105,4530,,,88735010
62106,3650,,,71220840
62113,4394,,,89609320
62114,3522,,PEPLQ,71222110
62122,3523,,,71341410
62148,20370,CSX,CSX,12640810
62149,5736,,PERC,71361110
62156,20378,BXMT,BXMT,09257W10
62157,25689,,,71361510
62164,1101,,,22522410
62165,3013,,MOVQE,71365820
62172,20638,,,28614510
62173,7016,,PFIT,71368010
62180,20674,,,29976710
62181,3668,,,71370310
62199,20674,,,29976740
62200,6169,,PERF,71372710
62201,1642,,,31928410
62202,3585,,,71406710
62228,1686,FEIM,FEIM,35801010
62229,3483,,,71415410
62236,1920,,,36158210
62237,3676,,PRMA,71422810
62244,1982,,,37047110
62245,7190,,PFCP,71427510
62252,20803,,,37056310
62253,6561,,PCPIC,71490110
62260,2003,,,37244710
62261,3525,,PERS,71533410
62279,20907,,,42787910
62280,25690,,,71601810
62287,2233,,HUN,44559110
62288,3527,,MUSEQ,62821E10
62295,2242,,,03838W10
62296,6175,,NLCI,65488910
62308,21764,GL,GL,37959E10
62309,3609,,,71645310
62316,2680,,,55048410
62317,3528,,,71645510
62324,21221,,MWI,61585710
62325,3724,,PTRL,71650210
62332,3002,,,61645710
62333,3444,,PAKT,71656010
62340,25691,,,69432510
62341,3526,PDCE,PDCE,69327R10
62359,21389,PBT,PBT,71423610
62360,3715,,PTCO,71658310
62367,3641,GTY,GTY,37429710
62368,3548,,PHII,69336T10
62375,3869,,,25491910
62376,3548,,PHIIK,69336T20
62383,3954,,RYL,78376410
62384,3598,,PLIT,71672310
62391,21560,SJT,SJT,79824110
62392,3607,,PMAX,71673010
62404,4251,,,83420720
62405,6966,,PTRO,71673220
62412,4058,,,85766010
62413,7091,,PTRSE,71675310
62420,4452,,TIII,87247920
62421,3725,,PTRX,71676210
62439,4383,,,87345230
62440,3529,,PETT,71676920
62447,9724,,TSXX,87302710
62448,3716,,PTEC,71690110
62455,4519,,TOWVE,89200830
62463,4594,,,89990010
62464,5092,,PETQ,71690810
62471,4829,,,92424010
62472,5747,,PHARC,71691030
62498,4998,WST,WST,95530610
62499,5952,,PCOA,71692110
62500,336,,ARXX,00776810
62519,559,,ESV,26874Q10
62527,1201,,,23203820
62528,3558,,,71711610
62535,25692,,,26152810
62536,5197,,PHABY,71713040
62543,1436,,,26747010
62544,5842,,PKLBQ,71713110
62551,1517,,,29270110
62552,6267,,PARS,71713930
62578,1522,,,29270210
62579,6100,,PHAS,71722510
62586,1664,,,30423120
62587,3576,,,71765610
62594,1925,,,46160610
62595,6374,,MTOR,59000710
62607,1912,,,36948710
62608,3545,,,71833710
62615,20808,,,37291210
62616,3545,,,50047210
62623,25694,,,45852910
62624,25695,,,71834610
62631,2384,,,46018410
62632,3488,,,71841410
62658,3532,,,70504110
62659,3539,,,71845610
62666,3865,,,75865610
62674,25696,,,76328210
62675,5748,,PHXA,71880310
62682,3953,,,78375910
62683,3489,,,71901910
62690,21589,,OEI,67481E10
62691,25697,,,71908310
62703,4223,,,26907410
62704,3608,,PMCS,71909210
62711,4310,,,86511210
62712,7109,,PHNX,71909510
62738,4043,,,87200210
62739,3557,,,71912520
62746,4382,,,87223010
62747,3554,,AMSR,03216210
62754,4479,,,88484210
62755,3555,,PHMT,71920710
62762,4637,,,90263010
62763,3553,,NRVN,63902E10
62770,25,,ASO,03216510
62771,5106,,PMCPQ,71928710
62789,190,,,04570810
62790,3698,,PSCX,69361E10
62797,20251,,BZ,05709710
62798,25698,,,71937210
62818,1218,,,12769010
62819,5119,,PHTN,71937610
62826,25699,,CDIN,21775410
62827,25700,,,71938010
62834,20651,,EC,29284510
62835,3556,,PHOT,71940610
62842,20657,,,29380510
62843,7142,,PICM,74295410
62850,25701,,,30182110
62851,3566,,PICOA,71941010
62869,1635,,,31862610
62870,25702,,,71941710
62877,20762,,,35671440
62878,3562,,,71943010
62885,2017,,GBE,40009520
62886,6568,,PHYT,71943310
62893,25703,,,44228510
62894,3565,,,55415210
62906,2730,,CYBI,23252E10
62907,3564,,PIC,71956710
62914,2862,,,58490610
62915,3547,,,72004010
62922,21193,MTR,MTR,59066010
62923,6170,,MSBC,56063310
62930,21196,MXF,MXF,59283510
62931,3606,,PMAN,72016910
62949,21210,,ZL,98913910
62950,3570,,,72028410
62957,25704,,,61531220
62958,3659,SENEB,SENEB,81707010
62965,3619,,,70717610
62966,3521,,PEPI,72088830
62973,3531,,,73285210
62974,6344,,PSKI,72133110
62981,3960,,,80120920
62982,3571,,PIICE,72145220
63001,4431,,,88244510
63002,25705,,,72146810
63028,4515,,,89054110
63036,4571,,,89130510
63037,6228,,PNTRC,72333710
63044,4828,,,92212610
63045,3575,,PINKB,72342710
63052,4831,,,92430010
63053,5093,,,72347510
63060,4961,,WEN,95059010
63061,7140,,PION,72390410
63079,5036,,KEG,49309J10
63080,3579,,,72367410
63087,212,,,02343310
63088,3578,,PIOG,72368410
63095,460,,,06081510
63096,3563,,,72368610
63108,1014,,,12613710
63109,3577,,PINT,72370810
63116,1157,,,20500310
63117,6975,,PSWT,72387510
63124,1110,,,22501510
63125,3580,AGYS,AGYS,00847J10
63132,1418,DCO,DCO,26414710
63140,25706,,,29358020
63141,3581,,,72403210
63159,1588,,STS,86860710
63160,3712,,PSUN,72407310
63167,1981,,,36190010
63168,3573,,,72407510
63175,1887,,,36318010
63176,6352,,PFSI,72452010
63183,1913,,,36949110
63184,6505,,PTBC,72487010
63191,2029,,,38809210
63192,3583,,PITS,72519710
63204,2115,,,42308010
63205,5237,,FUNN,72584310
63212,2158,,,42308510
63213,882,,CHKYQ,72590010
63220,2286,,,23385610
63221,5134,,PVEN,72590110
63239,2642,,,53758110
63240,3602,,PLX,72654050
63247,3076,,,62422010
63248,3612,,,72704010
63255,25707,,,62952510
63256,25708,,,72709610
63263,3230,NVO,NVO,67010020
63264,3601,,PLNO,72715810
63271,3451,,,69776010
63272,5800,,PLNTV,72737810
63298,3474,,,70437810
63299,3615,,PNBT,72742110
63300,3656,,PSI,73564730
63301,25709,,,72753510
63319,3663,,,74057410
63320,6330,,PLMN,72753710
63327,4041,,,81606410
63328,3590,,,72756710
63335,4202,,PES,72366410
63336,3708,,PSTIQ,72760110
63343,4165,,,86663510
63344,5101,,PTIS,72790010
63351,4324,,,53191120
63352,5543,,PLZA,72814710
63378,4386,,,87831510
63379,6229,,PLAZ,72814910
63386,4662,,,01849X10
63394,4788,,,92335310
63395,3594,,PLEN,72909310
63407,5029,,,98490210
63415,25710,,,01020710
63423,385,,,01955550
63424,5277,,PLCO,72931810
63431,25711,,,03214710
63432,3605,,,72940710
63458,286,,,03662810
63459,6493,,POFOQ,73020510
63466,478,,,07384710
63467,3624,BRO,BRO,11523610
63474,510,,,07702220
63475,3627,,POLAE,73108610
63482,508,,,45794810
63483,5235,,,62855110
63490,25712,,,14147610
63491,3628,,POLC,73153610
63503,1097,,CV,15577110
63504,5257,,JGRPC,47706620
63511,1168,,FBA,31928N10
63538,5154,,,23428210
63539,25713,,,73177510
63546,1409,USAU,USAU,90291C20
63547,5100,,PROA,73178510
63554,1280,,,24236110
63555,5783,,POLR,73178710
63562,1383,,GW,39788810
63563,6998,,PMUSC,73179010
63570,1590,,,29274110
63571,3732,,,73190010
63589,1763,,,33973410
63590,6864,,,73236Y10
63597,1715,,,35582420
63618,20917,,,43307810
63619,3633,,,73286910
63626,2368,,,96328010
63627,3480,,PBAN,73317010
63634,25714,,,45891210
63635,5777,,PORX,73328010
63642,2278,,,94990010
63643,3634,,,73564610
63650,2509,,,48245210
63651,3635,,,73624510
63669,2787,,,57834810
63670,3636,,POSL,73738410
63677,2763,,,59518510
63678,5165,,POSI,73739410
63685,25715,,,59563910
63686,3637,,POSS,73740710
63693,3132,,,62873510
63694,3639,,,73759430
63706,21298,NRT,NRT,65931010
63707,3640,,,73779810
63714,3379,,OCR,68190410
63715,3642,POWL,POWL,73912810
63722,3473,,,70429210
63723,3733,,PWRC,73923010
63730,3709,,,73751610
63731,3734,,,73934110
63749,3680,,,74101610
63750,6062,,PWTC,73936110
63757,3930,,,75409510
63758,3655,,PRAB,73941310
63765,4338,SWN,SWN,84546710
63773,5230,TDS,TDS,87943382
63774,2747,,PSEI,73966810
63781,4691,,UNT,90921810
63782,3657,,,73974110
63802,4639,,,90969510
63803,3643,,POWR,73990010
63810,4669,,,91084410
63811,3649,,PPD,74006510
63829,4897,,WGA,00108M10
63830,3499,,PCP,74018910
63837,156,,ACEE,00464410
63838,3669,,,74023110
63845,4,,,01447610
63846,5561,,PRTCE,74033310
63853,184,,ALTX,02145410
63854,6771,,PRXO,74035510
63861,268,,,03384910
63862,6612,,PFCO,74037010
63888,366,,,04590010
63889,6383,,PHCC,74037210
63896,477,,,05537820
63897,3537,,PFDR,74039310
63909,25716,,,08115120
63910,25717,,,74045320
63917,663,,,08577610
63918,3508,,PECO,74050410
63925,539,,,11837410
63926,3654,,,74070910
63933,25268,,,16124140
63934,3692,,PRST,74081420
63941,20498,,,20828510
63942,3664,,PRESY,74081820
63968,2065,,,42220P10
63969,3711,,PSTYY,74085220
63976,2001,,GMP,39315410
63977,3597,,PLFE,74088410
63984,2044,,,40273510
63985,3542,,,74101210
63992,2117,,,42341810
63993,7185,,PPCI,74111410
64004,2385,,MAX,58935440
64005,3651,,,74111910
64012,21084,,LASRF,51806110
64013,3723,,PTRK,74113010
64020,2728,LUB,LUB,54928210
64021,3696,,,74130910
64039,21153,,,56613910
64040,3666,,PREW,74139410
64047,3263,,,64144010
64048,6037,,PRIQE,74140010
64055,4629,,,65653810
64063,3372,,,68138510
64064,5322,,PCLB,74144010
64071,21445,,,74190310
64072,5985,,PRIMA,74154910
64098,5110,,,76709410
64099,25719,,,74155210
64100,25497,,,80449820
64101,6235,,PFAX,74157910
64119,4117,,,87074210
64120,6835,,PRMQE,74162410
64127,4996,,,95106010
64135,4919,,WMS,92929710
64136,3492,,,74187010
64143,424,,,02871110
64144,3512,,PELT,74178330
64151,265,,,03237510
64152,3516,,PENG,74190120
64178,602,,,17253C10
64179,3623,,,74251010
64186,20357,CI,CI,12552310
64187,25721,,,74257310
64194,20435,CHE,CHE,16359R10
64195,3719,,PTNX,74257810
64207,1195,,,23003210
64208,25722,,,74264510
64215,1340,,,35803110
64216,3498,,,74271010
64223,2107,,,42721410
64224,3502,,PDGY,74284110
64231,2153,,HIT,43357850
64232,3690,,PRSN,74290310
64258,2267,,ICOC,44929310
64259,5539,,PSTV,74290910
64266,2318,,,45666810
64267,6155,,PROCE,74291310
64274,2696,,,50211510
64275,6620,,PMC,69343010
64282,2664,BBWI,BBWI,07083010
64283,3479,,PFTS,74291910
64290,3293,,NUI,62943110
64291,3683,,PROP,74308010
64303,3192,,,65406110
64304,3662,,,74309010
64311,21294,NSC,NSC,65584410
64312,5333,,CARE,74311610
64338,3567,,,71988410
64339,3681,,PROFE,74314210
64346,3782,,,75460310
64347,3726,,,74320120
64354,21501,,,75881910
64355,3714,,PSYS,74320910
64362,4398,,TDK,87235140
64370,4368,,,88214710
64371,3694,,PRUL,74325810
64389,25723,,,92825310
64390,3682,PGR,PGR,74331510
64397,288,,,03673210
64398,3671,,,74332820
64418,1175,,,20756710
64419,3689,,PRSL,74337410
64426,1426,,,23334710
64427,3670,,APGC,69676510
64434,21448,,,42219J20
64435,6790,,PMVI,74341910
64442,3039,,MR,61690020
64450,3200,NJR,NJR,64602510
64451,3720,,ASN,03958310
64469,3294,,,67061110
64470,3688,,,74346610
64477,21529,,,78648R20
64478,3691,,,74349010
64485,4004,,,80876110
64486,3684,,PL,74367410
64493,5324,,,94762310
64494,5704,,PMED,74371510
64506,4895,,,94939110
64507,6432,,PCII,74371710
64514,420,,,00756610
64515,3658,,PFGI,74386610
64522,670,,,53219710
64523,6231,,PROV,74388510
64530,25724,,,09031510
64531,3430,,,74386210
64549,1164,,,14845310
64550,6132,,PBSB,74391010
64557,5140,,CNL,12561W10
64558,3600,,,74400610
64565,796,,CFC,22237210
64566,6382,,PBALQ,74407210
64573,25725,,,29266610
64574,3561,,,74410010
64581,2157,,,42185310
64582,3541,,OLCC,68163E10
64602,2571,,,50022710
64610,5745,,,55290610
64611,5636,,PSYQE,74437410
64629,21175,,MDR,58003770
64630,3481,,PUBO,74437880
64637,2825,,MRIB,58275730
64638,3727,,PUFF,11988410
64645,21192,,,59065010
64646,3703,,,74451610
64653,4289,PSA,PSA,74460D10
64654,5888,,PECN,74465010
64661,5530,,,87854010
64662,25726,,,74490010
64688,5803,,,00433010
64689,3702,,PSNB,74531310
64696,5663,,,03056210
64697,3596,,PLFC,74555310
64709,215,,,03114510
64717,681,,,05162910
64718,6400,,PLSR,74585710
64725,25727,,,12652010
64726,25728,,,74586410
64733,25729,,,22371510
64734,3497,,PCOI,74610710
64741,20810,,,37367620
64742,3500,PCYO,PCYO,74622830
64768,25730,,,65141310
64769,3482,,PBEN,74629910
64776,25731,,,65143910
64777,3713,,,74635610
64784,25732,,,76152210
64785,5130,AGX,AGX,04010E10
64792,3769,,,74922610
64793,25733,,,74670710
64805,21550,SBR,SBR,78568810
64806,3718,,PTNM,74687710
64813,4584,,,87990810
64814,6860,,PYRMQ,74719410
64821,22934,,,89334960
64822,3737,,YUMA,98872F20
64848,5335,,,01074220
64849,3738,,PYRO,74724510
64856,20061,,,02261510
64857,3746,,QONEQ,74725610
64864,238,,AMPL,03201570
64872,3458,,,05873510
64873,6180,,QTNTE,74725910
64880,950,,,13135210
64881,3679,,QDRTE,74726510
64899,1015,STZB,STZB,21036P20
64900,3747,,,74727910
64901,1030,,THN,88409U10
64902,3750,,QUAD,74730910
64928,25735,,,21079810
64929,3741,KWR,KWR,74731610
64936,20592,D,D,25746U10
64937,3751,,,74733410
64944,5721,,,26883010
64945,3754,,QUCA,74754210
64952,1650,,,31933610
64953,6983,,QLTY,74757210
64960,25736,,,40273310
64961,5703,NXGN,NXGN,65343C10
64979,2165,,,42289310
64980,3740,,,74762710
64987,2410,,,45881310
64988,3753,,QUAN,74763210
64995,2535,KEY,KEY,49326710
64996,5904,,BEEF,95778110
65007,3088,,,62748210
65008,6244,ASYS,ASYS,03233250
65015,21340,,OHCB,68626420
65016,3742,,QEDX,74790220
65023,3477,,,70431210
65024,5722,,QNTM,74790610
65031,3646,,,73965910
65032,5767,,,60431210
65058,21477,,,74837610
65059,5910,,QANTC,74790810
65066,3964,,,78648410
65067,6779,,QMED,74791410
65074,21673,,,85954710
65075,3743,,,74823710
65082,4469,,,92764K10
65083,3744,,ANSI,00757T10
65090,25737,,,87949610
65091,7031,,QTEC,74835710
65103,4700,,,91325310
65104,6329,,QSTX,74837410
65111,20096,,,00202M10
65112,3755,,QUIKQ,74837910
65138,606,,ONE,06423A10
65139,3756,,,74865810
65146,20259,,,05947040
65154,20310,,BLT,09518010
65155,6415,,AZIC,04090320
65162,751,,,14164510
65163,3757,,QUIX,74905610
65170,751,,,14164520
65171,3758,,,74908610
65189,5673,,,20490910
65190,25739,,,74911010
65197,729,,,20588910
65198,3759,,QUOT,74912010
65218,1394,,DSGT,25055910
65219,3775,,RARA,74917810
65226,1387,,DRS,23330X10
65227,6184,,RAXRA,74924510
65234,1387,,,25245620
65235,6048,,RBRCQ,74926510
65242,25740,,,25256310
65243,3789,,,74932010
65250,25741,,,29480810
65251,3794,,,74935410
65269,21939,,,98180110
65270,5660,RCMT,RCMT,74936040
65277,2210,,,41337810
65278,2222,,RIHT,74958710
65285,20942,HOV,HOV,44248740
65293,20979,,TRA,88091510
65294,3860,RLI,RLI,74960710
65306,6051,UNF,UNF,90470810
65307,3911,RPM,RPM,74968510
65314,25742,,,49116010
65315,3920,,DLW,24790920
65322,25743,,,49916510
65323,3922,,RSRC,74972810
65330,21092,,LM,52490110
65331,25744,,,74974110
65349,21145,,,55375010
65350,5939,,RTWOC,74974610
65357,21176,,,58004710
65358,3866,,,74990010
65365,3102,MYE,MYE,62846410
65373,3114,,,63018310
65374,3762,,,75025210
65381,3242,,,62905710
65402,21625,AOS,AOS,83186520
65403,3764,,,75025910
65410,4087,,,85345410
65429,21695,TPHS,TPHS,89656D10
65430,3864,,,75028910
65437,21774,,,89353310
65438,3765,,RADS,75031010
65445,3184,,,95715210
65446,3927,,RTIIC,74973920
65453,20008,,,90991410
65461,25745,,,03090410
65462,3803,,RDFN,75040710
65488,25745,,,03090420
65489,3801,,,75040910
65496,458,,BMM,05560710
65497,6480,,RADX,75041010
65509,5223,,BLC,08055510
65510,6988,,RADTC,75060910
65517,538,,,11439410
65518,6629,,RADN,75061140
65525,20454,,,17286210
65526,3767,,RAGN,75063310
65533,20455,,MBG,56256710
65534,3768,,,75065910
65541,5780,COO,COO,21664840
65542,3788,,,75085810
65568,20629,,ECO,27875110
65569,3785,,RBAN,75086310
65576,10208,,ESPT,29665610
65577,3770,,,75086410
65584,20751,,FCEB,34560520
65592,20761,,,35671310
65593,3926,,RTCC,75090030
65605,25747,,,38870110
65606,3868,,RMPO,75136610
65613,25748,,,40048410
65614,3912,,RPTG,75157110
65621,20940,,,44228310
65622,3870,,RMTKQ,75187430
65648,21071,,LRT,50200310
65649,3877,,ROAME,75187610
65656,6066,,LAF,50586210
65657,25749,,,75188310
65664,6305,,,58208710
65665,3771,RAND,RAND,75218520
65672,2825,,MRIA,58275720
65673,3852,,RINS,75219620
65680,25750,,,59780310
65681,3872,,,75225010
65699,25751,,,62913510
65700,3772,USLM,USLM,91192210
65701,3672,,,69479210
65702,3773,,RANKY,75303710
65728,5540,,,71661510
65729,3774,,,75344410
65736,6347,,,82489510
65737,1017,,,75381210
65744,21701,,,87242210
65752,4402,TISI,TISI,87815510
65753,3778,,,75410210
65760,21750,,,88553920
65761,5922,,,75418210
65779,6256,,,89585810
65780,25752,,,75456910
65787,21782,,TRB,89604710
65788,3761,,,75460810
65795,4593,,,89930410
65796,3760,,RACM,75461210
65808,21817,,,91036530
65809,25753,,,75463710
65816,21883,,,93369620
65817,3783,,RAYM,75468810
65824,25754,,,98501210
65825,28975,,,75471310
65832,20007,,ALO,02081310
65833,3784,,,75488510
65840,78,,,00754710
65859,20088,,,03095410
65860,3956,,RYPK,75508310
65867,278,,,03462440
65875,20288,VZ,VZ,92343V10
65883,20290,,BLS,07986010
65884,3817,,,75585210
65891,5906,,,20038010
65904,25755,,,28406110
65905,7196,,,75589510
65912,20663,,ATF,29470070
65913,2593,,RACOC,75603110
65920,20827,,,37935510
65921,3826,,RELX,75604010
65939,2231,,HU,44416510
65940,3863,,DAWH,23857E10
65947,2105,HCN,HCN,95040Q10
65948,3810,,REAT,75612010
65955,2190,,,43771420
65956,3812,,,75622310
65963,6477,,,45967910
65964,3796,,RCOTQ,75626810
65971,6557,,,52742810
65972,3813,,RECT,75628210
65999,3799,,,75720210
66018,21316,,,67076810
66026,21357,,,69489010
66027,3806,,RDKN,75749510
66034,3503,,,69833510
66035,25756,,,75752710
66042,3822,,,44144510
66043,25757,,,75776410
66050,21538,,KID,49375T10
66051,3913,,,75825510
66069,21565,,,80218310
66070,3941,,RVCC,75856310
66077,21586,,SCRB,81137110
66078,3818,,REF,75896010
66085,21338,,,68590510
66086,1424,,RFTN,75865710
66093,21645,T,T,00206R10
66094,25758,,,75866010
66106,4406,,,87861210
66107,25759,,,75874810
66114,21726,,TIN,87986810
66115,3910,,RPLO,75882510
66122,21830,,,91273H10
66123,3839,,RGCY,75952410
66130,20325,,ABH,00368710
66149,20676,,,30065710
66157,1645,USB,USB,90297330
66158,3841,,RGNT,75890510
66165,1858,,,34510920
66166,3837,,GENY,36975810
66173,10248,,,42327640
66174,5947,,RGIS,75891410
66181,5085,HD,HD,43707610
66182,6450,,RAIR,75891510
66202,5890,,,43739D10
66203,25760,,,75914510
66210,2306,,,45968410
66211,5801,,RHAB,75914710
66229,2402,,,02336310
66230,6731,,TURNC,90021310
66237,5127,,,54415510
66238,3821,,REID,75926510
66245,21130,MDC,MDC,55267610
66246,3874,,,75934510
66253,5961,,MSCS,55353110
66254,3853,,NAMGC,65686710
66261,1972,,,56584010
66262,3861,,RLIFA,75942110
66288,3225,,,65555510
66289,3824,,,75952310
66296,21369,,,70509810
66297,3825,,VOIT,92863210
66309,21386,,,69433010
66310,3827,,,75953210
66317,25761,,,81140810
66318,25762,,,75953610
66325,6412,SLM,SLM,78442P10
66326,2903,,,58401310
66333,4524,,,87508010
66334,6312,,REMIE,75957720
66341,21831,,,13700310
66342,5698,,REMRC,75959810
66368,4702,,CTT,20451210
66369,3809,,REAL,75990310
66376,21893,WSO,WSO,94262220
66377,3804,,,75990610
66384,4879,WDC,WDC,95810210
66385,5566,,RPCO,75990910
66392,21909,,,95926110
66393,6396,,MNTX,60425810
66405,5204,,,00089310
66406,6602,,RENT,76009610
66413,6301,,AEN,00166910
66414,3929,,,76011610
66421,20084,,,02649620
66422,3780,,RAUT,76028010
66448,25763,,,03746320
66449,6133,,REPH,76048010
66456,5884,,,12802610
66457,25764,,,76061410
66464,20464,,,18947010
66465,3871,,,76071110
66472,1276,,SMTI,83268820
66473,5265,,BEAN,76074810
66480,25765,,,25455910
66481,3828,,REPB,76075120
66499,1501,,,28616210
66500,3940,,,76083410
66501,20640,,ELT,M4016810
66502,3917,,RSCO,76084210
66528,25766,,,36975710
66529,3831,,RSDLE,76085510
66536,6277,,,29458810
66537,3819,,,76089010
66544,20669,,,29668310
66545,3832,,RESR,76089810
66552,1702,,,32018410
66553,3820,,RMED,76100410
66560,20771,,,06690610
66561,3923,,RSRS,76104910
66579,6298,,,38990810
66580,5115,,REXC,76105320
66587,2232,,HUG,44448210
66588,3889,,ROIL,76105810
66595,2394,,,45005230
66596,3918,,,76111510
66608,2529,,,48687210
66609,3938,,RUTI,76115910
66616,21066,KF,KF,50063420
66617,5327,,REXI,76119520
66624,5517,,,51925630
66625,5695,,RPSAS,76121810
66632,21149,,,76045L10
66633,6745,,RPSBS,76122110
66640,21238,,,55405310
66641,3944,,RWES,76122310
66659,21268,,,64080810
66660,3797,,,76122510
66667,3333,,ODETB,67606510
66668,5755,,CHEZ,76125610
66675,3390,,,68380010
66676,6433,,RSYS,76126210
66683,21482,RES,RES,74966010
66684,6404,,RTEC,76126710
66691,25767,,,77570810
66692,3862,,,76129210
66704,6494,,,77638510
66705,3833,,GIES,39307010
66712,25768,,,86687110
66713,7066,,TRIN,88514110
66720,4349,,,86981010
66721,3834,,,76135510
66739,4340,SBOW,SBOW,82836G10
66740,3665,,NAFD,63901610
66747,4814,,JAX,46609610
66748,3947,,,76161010
66755,5542,,,00124010
66756,3948,,,76161810
66763,6849,,,02629610
66764,3946,,RXCH,76167010
66771,6849,,,02629620
66772,25769,,,76169010
66798,6849,,,02629630
66799,3835,,REY,76169510
66800,137,AIG,AIG,02687478
66801,5359,,REXQC,76190110
66819,25770,,,04133510
66827,25771,,,05366010
66828,3843,,,76235P10
66835,20336,,BT,05577E10
66836,3845,,RIBI,76255310
66843,5963,,,14164910
66844,3836,,,76276610
66851,25772,,,15131710
66852,6533,RELL,RELL,76316510
66878,6096,,CMH,18419010
66879,25773,,,76549710
66886,25774,,,21148710
66894,25775,,,29088810
66895,25776,,,76566110
66907,6216,,,58732710
66915,6801,,,35861610
66916,3942,,,76610510
66923,1977,,,37030710
66924,5102,,ROED,76617910
66931,20799,,,37044240
66932,3842,,,76635210
66958,25777,,,41454510
66959,3848,,,76650210
66966,5186,,,47709310
66967,3849,,RIGS,76657010
66974,21026,,,48139010
66975,3851,,,76680010
66982,2691,,,51505110
66983,3854,,RIOV,76721810
66990,21144,,,55349510
66991,3855,,RIPY,76732910
67002,21164,,MASC,57667410
67003,6276,,RISKA,76772010
67010,6021,,NUHC,66990810
67011,5726,,RITZE,76801520
67029,3333,ITI,ITI,46564T10
67030,3857,,RIVL,76802410
67037,5702,,,38463210
67038,3916,,,76802610
67045,4319,,,76829010
67046,2343,,CORS,22087310
67053,21572,,,80621470
67061,25778,,,86276710
67062,3919,,RSGI,76913510
67088,21804,,,90478810
67089,3921,,,76915320
67096,21850,,,06683L10
67097,3858,,,76925410
