PERMNO,PERMCO,HTICK,HTSYMBOL,CUSIP
91185,7344,,PVDC,74251210
91186,50601,VNDA,VNDA,92165910
91187,50602,,VYFC,91962910
91190,50465,,JAZ,47214E10
91191,50603,,AZS,04059G10
91192,50604,,ROX,14843510
91193,7687,,,74264310
91194,50605,GLO,GLO,18914E10
91195,50606,,CPX,20453E10
91196,50607,,ETQ,22027E40
91197,50608,FPX,FPX,33692010
91198,50610,,GCF,37896810
91199,50310,,GLA,18145M10
91200,50611,,GGL,38239A10
91201,50471,IGC,IGC,45408X30
91202,50613,SLV,SLV,46428Q10
91203,50475,,NAO,65687M10
91204,21430,POR,POR,73650884
91205,50616,,ZZ,81213930
91206,7744,,PCREQ,74268010
91207,20935,,HOT,85590A40
91208,50617,USO,USO,91232N20
91209,50618,VIG,VIG,92190884
91211,50690,,AOG,05203610
91212,50692,,BKC,12120820
91213,50693,,RYJ,18383310
91214,7803,,PDEI,74303910
91215,50694,DK,DK,24665A10
91216,50695,,DCP,26817C10
91217,50696,,EOE,27827110
91218,50697,,EQ,29078E10
91219,50612,,HAC,41145X10
91220,37493,ITB,ITB,46428875
91221,37493,ITA,ITA,46428876
91222,37493,IAT,IAT,46428877
91223,37493,IAK,IAK,46428878
91224,37493,IAI,IAI,46428879
91225,37493,IHI,IHI,46428881
91226,37493,IHF,IHF,46428882
91227,37493,IHE,IHE,46428883
91228,37493,IEZ,IEZ,46428884
91229,37493,IEO,IEO,46428885
91230,50614,,JKA,47759H10
91231,50698,,KSW,48268R10
91232,50699,GDX,GDX,92189F10
91233,50700,MA,MA,57636Q10
91234,50701,MWA,MWA,62475810
91235,50702,,RAP,76969W10
91236,32085,,SPI,81013T80
91237,50706,VG,VG,92886T20
91249,7224,,PRTEE,74316910
91257,7339,,PFNC,74326610
91262,13927,AAWW,AAWW,04916420
91263,50723,,AHGP,01861G10
91264,50588,,AMGI,02756R10
91265,7685,,HAXS,05570D10
91266,50724,,BAYN,07250010
91267,50725,,BMTI,09064X10
91268,50726,,BWTR,07011T30
91269,50727,CBAT,CBAT,14986C10
91270,50728,,CHTP,16342810
91271,50729,CODI,CODI,20451Q10
91272,50730,,CVLL,20415P10
91273,7894,,PYRD,74723610
91274,50731,FBMS,FBMS,31891610
91275,41998,,LCAPA,53071M30
91276,41998,,LCAPB,53071M40
91277,41998,QRTEA,QRTEA,74915M10
91278,41998,QRTEB,QRTEB,74915M20
91279,50732,PRTK,PRTK,69937430
91280,50733,,NSTR,66704V10
91281,7292,,QMAXE,74726E10
91282,50734,,PNSN,70960010
91283,50735,BATL,BATL,07134L10
91284,50736,,REST,76128C10
91285,50737,,VRTB,92549X30
91286,50738,,VSCP,92826920
91287,27739,GROW,GROW,90295210
91288,50827,,AVR,05356X40
91289,50828,,BNV,08811510
91290,50831,,FXS,46138V10
91291,50832,FXB,FXB,46138M10
91292,50833,FXA,FXA,46090N10
91293,50834,FXF,FXF,46138R10
91294,50835,FXC,FXC,46138T10
91295,50836,,FXM,23130H10
91296,50837,,FPI,33691810
91297,50838,FBT,FBT,33733E20
91298,50838,FDN,FDN,33733E30
91299,50609,,GFN,36982210
91300,7649,,QTMCC,74763J10
91301,50840,NXDT,NXDT,65340G20
91302,50841,,JCG,46612H40
91303,50842,,KOG,50015Q10
91304,50843,,JGG,67073C10
91305,50844,,OBE,67448220
91306,50845,PLM,PLM,73191640
91307,50846,SSO,SSO,74347R10
91308,50846,QLD,QLD,74347R20
91309,50846,DDM,DDM,74347R30
91310,50846,MVV,MVV,74347R40
91311,50846,SH,SH,74347B42
91312,50846,PSQ,PSQ,74347B71
91313,50846,DOG,DOG,74347B23
91314,50846,MYY,MYY,74347B25
91315,39147,KRE,KRE,78464A69
91316,39147,XRT,XRT,78464A71
91317,39147,XPH,XPH,78464A72
91318,39147,XOP,XOP,78468R55
91319,39147,XES,XES,78468R54
91320,39147,XME,XME,78464A75
91321,50848,TECK,TECK,87874220
91322,50850,,VSE,92336G10
91323,50851,,XVE,92562110
91324,50852,DTD,DTD,97717W10
91325,50852,DHS,DHS,97717W20
91326,50852,DLN,DLN,97717W30
91327,50852,DTN,DTN,97717W40
91328,50852,DON,DON,97717W50
91329,7834,,QCBK,74839510
91330,50852,DES,DES,97717W60
91331,50852,DWM,DWM,97717W70
91332,50852,DLS,DLS,97717W76
91333,50852,DIM,DIM,97717W77
91334,50852,DOO,DOO,97717W78
91335,50852,DOL,DOL,97717W79
91336,50852,DTH,DTH,97717W80
91337,7606,,RHNB,74956510
91338,50852,,AUSE,97717W81
91339,50852,,AXJL,97717W82
91340,50852,DFJ,DFJ,97717W83
91341,50852,DNL,DNL,97717W84
91342,50852,DXJ,DXJ,97717W85
91343,50852,DFE,DFE,97717W86
91344,50852,DEW,DEW,97717W87
91345,7508,,RTOO,74974710
91346,50852,,DEB,97717W88
91347,50853,,GNH,37991A10
91348,50854,ATEC,ATEC,02081G20
91349,50855,,CLUB,89214A10
91350,50856,,CTCM,12642X10
91351,50857,,EIHI,27653410
91352,50858,,GMKT,38012G10
91353,7599,,RDIS,74991010
91354,50859,,GOLF,38168Y10
91355,50860,HIL,HIL,43146610
91356,50861,HOMB,HOMB,43689320
91357,50862,,HWCC,44244K10
91358,50863,,LOOP,54352430
91359,50864,LUNA,LUNA,55035110
91360,50865,,SLCT,81617L10
91361,7496,,RRETS,75087210
91362,50866,,OMTR,68212S10
91363,50867,PGTI,PGTI,69336V10
91364,50868,,PRXI,74051E20
91365,50869,CSII,CSII,14161910
91366,50870,SNCR,SNCR,87157B10
91367,50871,,CTRX,14888710
91369,50872,,TNCC,88043P10
91370,50873,,TWLL,87874D10
91371,50874,,VOLC,92864510
91372,50875,,VRGY,Y9369110
91373,50876,,VRTA,92549020
91374,50948,AGD,AGD,00302M10
91375,50949,,KAD,03920910
91376,50950,,ATLS,04930A10
91377,50952,,CRZ,22939330
91378,50838,FTCS,FTCS,33733E10
91379,50954,HUSA,HUSA,44183U20
91380,7662,,RBK,75811010
91381,50955,GSG,GSG,46428R10
91382,50956,,JAV,47189410
91383,50959,,JGV,6706EH10
91384,50846,MZZ,MZZ,74347G58
91385,50846,DXD,DXD,74347B27
91386,50846,QID,QID,74347G73
91387,50846,SDS,SDS,74347B38
91388,50961,,H,75605E10
91389,50962,,NSH,67059L10
91390,50963,WNS,WNS,92932M10
91391,50964,,WIN,97382A30
91392,50965,TNL,TNL,89416410
91393,50966,,AWH,H0153110
91394,50619,,SHA,G8063710
91395,50969,STAB,STAB,85756110
91396,7851,,REGIE,75900010
91397,50970,,CBNK,16856510
91398,50971,,COWN,22362110
91399,50972,,CVBG,17887110
91400,50973,,FCLF,31969M10
91401,50974,,GMET,37250U20
91402,29717,GTLS,GTLS,16115Q30
91403,23285,KALU,KALU,48300770
91404,50975,,LBCP,53017Q10
91405,58620,,NECB,66411210
91406,50977,,NFSB,65175410
91407,50978,,ROMA,77581P10
91408,50979,SSBI,SSBI,86626420
91409,7815,,RAWA,76009810
91410,51090,,BGH,11816710
91411,51091,,BQI,67804610
91412,51093,,ENA,29355M20
91413,51094,EVR,EVR,29977A10
91414,51095,FEO,FEO,33731K10
91415,50839,,HDP,40415K10
91416,51096,HBI,HBI,41034510
91417,7351,,RPRO,76026610
91418,51097,,GMO,37037310
91419,51101,,MHR,55973B10
91420,51102,,QI,74690410
91421,51103,XPL,XPL,8342EP10
91422,51104,,URZ,91688T10
91423,41593,VOE,VOE,92290851
91424,41593,VOT,VOT,92290853
91425,7717,,RPIC,76072610
91426,51105,,AYR,G0129K10
91427,51106,,SCA,G8649T10
91428,50968,,ASTI,04363530
91429,51107,,BJGP,05569C10
91430,51108,,CNLA,20375S10
91431,51109,,XBKS,98410220
91432,51110,,INWK,45773Y10
91433,7717,,RPICB,76072620
91434,51111,,OSIR,68827R10
91435,51112,,ZVUE,98880110
91436,51183,,BCF,09254B10
91437,51184,FRHC,FRHC,35639010
91438,51185,,CBF,12498B30
91439,51186,,GTU,15354610
91440,51187,,EEB,18383M10
91441,7845,,RSFC,76075810
91442,51187,,NFO,18383M20
91443,51187,,WMCR,18383M30
91444,51187,,XRO,18383M40
91445,51187,,CVY,18383M50
91446,50830,,ESXB,20361210
91447,37493,MXI,MXI,46428869
91448,37493,JXI,JXI,46428871
91449,37493,EXI,EXI,46428872
91450,37493,KXI,KXI,46428873
91451,37493,RXI,RXI,46428874
91452,51188,,KED,48660Q10
91453,51099,GSL,GSL,Y2718360
91454,50958,,SMCG,60039Q10
91455,51189,,MR,60267510
91456,51190,CAF,CAF,61746810
91457,51191,EDU,EDU,64758110
91458,51192,DBV,DBV,46139B10
91460,7581,,RPSCS,76090610
91461,51196,WU,WU,95980210
91462,51197,,BARE,06751110
91463,51198,CVLT,CVLT,20416610
91464,51199,,DIVX,25541310
91465,51201,,GEOY,37250W10
91466,51202,,HDIX,43708010
91467,51204,,HUGH,44439810
91468,51205,ICFI,ICFI,44925C10
91469,51206,,ITYC,45818G10
91470,51207,,OFSI,68214U10
91471,51208,ACER,ACER,00444P10
91472,51209,LMST,LMST,53262L10
91473,44072,,PRFE,73935X55
91474,44072,,PRFF,73935X23
91475,44072,,PRFG,73935X52
91476,7284,,RESM,76126110
91477,44072,,PRFH,73935X51
91478,44072,,PRFM,73935X54
91479,44072,,PRFN,73935X53
91480,44072,,PRFQ,73935X48
91481,44072,,PRFS,73935X49
91482,44072,,PRFU,73935X47
91483,44072,PRFZ,PRFZ,46137V59
91484,7372,,RXSC,76167220
91485,51210,,RVBD,76857310
91486,51211,,SFLY,82568P30
91487,51212,,WCRX,G9436810
91488,51213,ZIOP,ZIOP,98973P10
91489,51200,,EVEP,26926V10
91490,51203,,HPGP,43129M10
91491,51300,,ACHN,00448Q20
91492,7870,,PRC,74370Y10
91493,51301,,APKT,00476410
91494,51302,,BBEP,10677610
91495,51303,,CADX,12738T10
91496,51304,,EBHI,07162510
91497,51305,,EFUT,G2943810
91498,51306,EHTH,EHTH,28238P10
91499,51307,,EROC,26985R10
91500,51308,EXLS,EXLS,30208110
91501,51309,,FXCB,35137T10
91502,51310,,HMIN,43742E10
91503,51311,LMAT,LMAT,52555820
91504,51312,,OPTM,68402T10
91505,7933,,RWPI,76628610
91506,8685,,SGIC,82705630
91507,51313,,SUSS,86923310
91508,51314,,TDBK,88637410
91509,51315,,TRBN,89778N10
91510,51316,,APLP,03957U10
91511,51317,,ULTR,P9439810
91512,51318,,UNCL,55348A10
91513,7856,,RCCAA,77511010
91514,51319,,LTXB,52471Y10
91515,51320,,GNOW,02505A20
91516,51321,AWI,AWI,04247X10
91517,51322,,ALC,04544X30
91518,50184,,CMGB,16965620
91519,51326,DEI,DEI,25960P10
91520,50953,,EII,29269P10
91521,7336,,ROSX,77826610
91522,51092,,ESA,29271Q10
91523,51328,,FMR,32084110
91524,51329,,GHS,36734810
91525,51331,,IRR,92913C10
91526,51332,,ROY,46027710
91527,51333,,BNX,06647010
91528,51334,,IVVI,46589F10
91529,50699,EVX,EVX,92189F30
91530,50699,SLX,SLX,92189F20
91531,51337,OC,OC,69074210
91532,44072,,PUW,46137V12
91533,44072,PSP,PSP,46137V58
91534,44072,ERTH,ERTH,46137V40
91535,44072,,PTJ,73935X32
91536,44072,,PJB,73935X33
91537,44072,PTF,PTF,46137V81
91538,44072,PTH,PTH,46137V85
91539,44072,PRN,PRN,46137V84
91540,7639,,AJRL,77827610
91541,44072,PFI,PFI,46137V86
91542,44072,PXI,PXI,46137V87
91543,44072,PSL,PSL,46137V88
91544,44072,PEZ,PEZ,46137V80
91545,44072,PYZ,PYZ,46137V70
91546,44072,,PIQ,73935X46
91547,51338,LDOS,LDOS,52532710
91548,51339,,SXE,85453210
91549,50852,,DBU,97717W65
91550,50852,,DBT,97717W66
91551,50852,,DDI,97717W67
91552,50852,,DBR,97717W68
91553,50852,,DRF,97717W69
91554,50852,,GNAT,97717W71
91555,50852,,DPN,97717W72
91556,7684,ROST,ROST,77829610
91557,50852,,DPC,97717W73
91558,50852,,DGG,97717W74
91559,50852,,CCXE,97717W75
91560,51340,DAC,DAC,Y1968P12
91561,51407,,ACA,00083310
91563,51410,,AZC,05091220
91564,7596,,ROTO,77878610
91565,51412,,DCR,55610N10
91566,51413,,UCR,55610L10
91567,51414,FOF,FOF,19248P10
91568,51417,,DHG,25158Y10
91569,51418,,DRV,24276R20
91570,51420,ETY,ETY,27828N10
91571,51421,EBS,EBS,29089Q10
91572,7890,,ROTC,77890110
91573,51422,,XRA,30183510
91574,51330,,GHN,38503410
91575,51423,HRI,HRI,42704L10
91576,51424,,IAR,45166310
91577,37493,DSI,DSI,46428857
91578,51425,,KBW,48242310
91579,51426,KBR,KBR,48242W10
91580,51427,,LMC,55037210
91581,51428,,SVBL,82745810
91582,51429,MFG,MFG,60687Y10
91583,51430,,NMX,62948N10
91584,51431,NOA,NOA,65681110
91585,44040,,RYU,78355W79
91586,44040,,RYT,78355W81
91587,44040,,RTM,78355W82
91588,44040,,RGI,78355W83
91589,44040,,RYH,78355W84
91590,44040,,RYF,78355W85
91591,44040,,RYE,78355W86
91592,44040,,RHS,78355W87
91593,44040,,RCD,78355W88
91594,51433,SPR,SPR,84857410
91595,43629,,JSC,78463X82
91596,43629,,JPP,78463X83
91597,51434,VYM,VYM,92194640
91598,51435,,VQ,92275P30
91599,7857,,RSCH,77975210
91600,51436,,OB,G6774210
91601,7741,,SJNB,78427310
91602,51437,AER,AER,N0098510
91603,51439,,AFSI,03235930
91604,51440,ALLT,ALLT,M0854Q10
91605,51441,,CPLA,13959410
91606,51442,CPRX,CPRX,14888U10
91607,51443,CSIQ,CSIQ,13663510
91608,51444,,CZFC,17462Q10
91609,51445,CZWI,CZWI,17490310
91610,51446,,FACE,71942710
91611,51447,FSLR,FSLR,33643310
91612,51448,GSAT,GSAT,37897340
91613,51449,,HNSN,41130720
91614,51450,,IPHS,45774N10
91615,51451,YTEN,YTEN,98585K86
91616,51452,,NLST,64118P10
91617,51453,OMAB,OMAB,40050110
91618,51454,,ORBC,68555P10
91619,51455,,RNIN,97652A30
91620,7813,,SKFR,78437540
91621,51456,,RRM,M8183P10
91622,51457,FRST,FRST,74167B10
91623,51458,,SLTM,83438K10
91624,21926,,WINN,97428030
91625,51459,WLDN,WLDN,96924N10
91626,44122,RNP,RNP,19247X10
91627,51408,RHE,RHE,75903M30
91628,51527,,ATN,04930310
91629,51528,BTZ,BTZ,09250810
91630,51529,,DVR,12802T10
91631,51187,,CSD,18383M60
91632,51187,,OTP,18383M70
91633,51187,,GRN,18383M80
91634,51187,,DEF,18383M87
91635,51531,,DCT,23315320
91636,7858,,SKII,78440610
91637,50838,TUSA,TUSA,33733E70
91638,51534,,GLS,37183T10
91639,50701,,MWAB,62475820
91640,51537,,PVG,70788P10
91641,44072,,PYH,73935X17
91642,44072,PGF,PGF,46137V62
91643,44072,PKW,PKW,46137V30
91644,44072,,PGZ,73935X29
91645,44072,,PVM,73935X31
91646,44072,,EQWS,46137V51
91647,44072,XMHQ,XMHQ,46137V47
91648,44072,EQWL,EQWL,46137V44
91649,51538,,MVE,83192010
91650,51539,,SE,84756010
91651,43629,RWX,RWX,78463X86
91652,7477,,STJO,79058010
91653,51541,,TSL,89628E10
91654,51542,,UPG,91378810
91655,51543,,ANW,Y0017S10
91656,51544,,TOO,Y8565J10
91657,51545,,AFFY,00826A10
91658,51546,AIMC,AIMC,02208R10
91659,51547,ALGT,ALGT,01748X10
91660,51548,,ARTE,04301Q10
91661,51549,,CPSL,16941J20
91662,51550,,DBTK,25859810
91663,31658,,DSUP,24002830
91664,51551,FFHL,FFHL,G3704F11
91665,51552,GLDD,GLDD,39060710
91666,51553,,GUID,40169210
91667,51554,,HLYS,42279M10
91668,51555,IPGP,IPGP,44980X10
91669,51556,,ISLN,46432L10
91670,51557,PTMN,PTMN,73688F20
91671,51558,,MEDE,58406P10
91672,51559,MNOV,MNOV,58468P20
91673,51560,MLCO,MLCO,58546410
91674,51561,,NEWS,65251F10
91675,51562,,OMPI,67423R10
91676,51563,,PLTE,18382P10
91677,51564,,HQCL,41135V30
91678,51565,TAST,TAST,14574X10
91679,7450,,SHCID,79469020
91680,51566,,USBE,90342V10
91681,51567,,WSFG,92933E10
91682,21827,,UAIRQ,91190550
91683,51568,SBH,SBH,79546E10
91684,51632,AOD,AOD,00326L10
91685,51633,,CHQ,15758N10
91686,51634,,DEP,26502610
91687,7410,,SNDS,80009110
91688,51635,EIG,EIG,29221810
91689,51636,EXK,EXK,29258Y10
91690,51533,,GLG,37929X10
91691,51637,GDL,GDL,36157010
91692,51638,,HF,40418F10
91693,51639,,HHD,42226E10
91694,51639,,HHJ,42226E40
91695,7683,,SANF,80043610
91696,51639,,HHV,42226E78
91697,51639,,HHE,42226E83
91698,51639,,HHB,42226E84
91699,37493,GBF,GBF,46428859
91700,37493,GVI,GVI,46428861
91701,37493,USIG,USIG,46428862
91702,37493,IGIB,IGIB,46428863
91703,37493,IGSB,IGSB,46428864
91704,37493,TLH,TLH,46428865
91705,37493,IEI,IEI,46428866
91706,37493,SHV,SHV,46428867
91707,51640,MVO,MVO,55385910
91708,7214,,OLAB,68402920
91709,51643,DBE,DBE,46140H30
91710,51643,DBP,DBP,46140H50
91711,51643,DBS,DBS,46140H20
91712,51643,DBA,DBA,46140H10
91713,51643,DBO,DBO,46140H40
91714,51643,DGL,DGL,46140H60
91715,51643,DBB,DBB,46140H70
91716,7107,,SMNI,80400610
91717,50846,SBB,SBB,74348A37
91718,50846,SDD,SDD,74347G57
91719,50846,SAA,SAA,74347R81
91720,50846,RWM,RWM,74348A21
91721,50846,TWM,TWM,74347G68
91722,50846,UWM,UWM,74347R84
91723,43629,CWI,CWI,78463X84
91724,7359,,SENTE,80403010
91725,43629,GII,GII,78463X85
91726,51540,,TAQ,89366E10
91727,51645,TA,TA,89421B10
91728,51646,,RVR,96445P10
91729,51647,,ZN,98969610
91730,51649,,AHII,03525N10
91731,51650,,ALLB,01890A10
91732,7655,,PMCI,69343730
91733,51651,AVAV,AVAV,00807310
91734,51652,ESEA,ESEA,Y2359213
91735,51653,,FRPT,34520320
91736,51654,,HBNK,40867E10
91737,51655,,HRBN,41145W10
91738,51656,,ISOT,46489T10
91739,51657,,LGCY,52470610
91740,51658,,MMPI,59047310
91741,51659,,MSBF,55352L10
91742,51660,SNOA,SNOA,83558L20
91743,51661,,ORIT,68633D10
91744,51662,,OSBK,68764U10
91745,51663,,QQQX,63110R10
91746,51664,,WAVE,65337Y40
91747,51785,FXY,FXY,46138W10
91749,51787,EXG,EXG,27829F10
91750,51788,,FIG,34958B10
91752,51790,,GPR,37248H30
91753,51791,,HCD,43006710
91754,51792,III,III,45675Y10
91756,51642,,NTQ,62941510
91757,51794,NIE,NIE,92841M10
91758,51795,UUP,UUP,46141D20
91759,7248,,SCFC,80867710
91760,51795,UDN,UDN,46141D10
91761,50846,,SJH,74348A38
91762,50846,,SKK,74348A29
91763,50846,,SJL,74347B77
91764,50846,,SDK,74347B76
91765,50846,,SJF,74348A48
91766,50846,,SFK,74348A62
91767,7448,,SCMSC,80876610
91768,50846,,UVT,74347R47
91769,50846,,UKK,74347R48
91770,50846,,UVU,74347R49
91771,50846,,UKW,74347R51
91772,50846,,UVG,74347R52
91773,50846,,UKF,74347R53
91774,50846,SSG,SSG,74347G62
91775,7643,,SEAM,81216310
91776,50846,SRS,SRS,74347G55
91777,50846,SDP,SDP,74347G72
91778,50846,REW,REW,74347G85
91779,50846,DUG,DUG,74348A52
91780,50846,SIJ,SIJ,74347G59
91781,50846,RXD,RXD,74347G56
91782,50846,SKF,SKF,74347G71
91783,7252,,ABCC,00057310
91784,50846,SCC,SCC,74347G81
91785,50846,SZK,SZK,74347G63
91786,50846,SMN,SMN,74347G61
91787,50846,USD,USD,74347R66
91788,50846,URE,URE,74347X62
91789,50846,UPW,UPW,74347R68
91790,50846,ROM,ROM,74347R69
91791,7562,,SBRG,81571410
91792,50846,DIG,DIG,74347G70
91793,50846,UXI,UXI,74347R72
91794,50846,RXL,RXL,74347R73
91795,50846,UYG,UYG,74347X63
91796,50846,UCC,UCC,74347R75
91797,50846,UGE,UGE,74347R76
91798,50846,UYM,UYM,74347R77
91799,51796,,QRR,74694510
91800,51644,,RAK,75966C30
91801,51798,CORR,CORR,21870U50
91803,51801,,USQ,90853610
91804,7419,,SEI,81607430
91806,50852,QSY,QSY,97717W54
91807,50852,,EEZ,97717W55
91808,50852,EES,EES,97717W56
91809,50852,EZM,EZM,97717W57
91810,50852,EPS,EPS,97717W58
91811,50852,RESP,RESP,97717W59
91812,7886,,SFLD,82118010
91813,51802,,CEL,M2196U10
91814,51803,ARAY,ARAY,00439710
91815,11617,CENTA,CENTA,15352720
91816,51804,,PSID,73740J10
91817,51806,,CPBR,18506110
91818,51807,ESGR,ESGR,G3075P10
91819,51808,,JASO,46609020
91820,51809,,MIPI,60852M10
91821,51810,,MLNX,M5136311
91822,51811,NCMI,NCMI,63530910
91823,51812,,NGLS,87611X10
91824,51813,,OPTR,68401H10
91825,51814,,OPXT,68375V10
91826,51815,PRTS,PRTS,14427M10
91827,50838,QCLN,QCLN,33733E50
91828,50838,QQXT,QQXT,33733E40
91829,51816,,ROSG,M8218320
91830,51817,,SDXC,87104310
91831,51818,,SLRY,79400610
91832,51819,MDGL,MDGL,55886810
91833,51820,,SSRX,88575Y10
91834,51821,BBDC,BBDC,06759L10
91835,51822,,XTNT,98414110
91836,51949,AVNW,AVNW,05366Y20
91837,51950,,ADY,31429Y10
91838,51951,,JMG,46621A10
91839,7540,,MPTBS,58994910
91840,51952,,RZ,75405510
91841,51953,,DR,23750210
91842,51954,,EMU,29271B10
91843,51955,,LSR,53216910
91844,51956,,NXT,98951C10
91845,51957,SNMP,SNMP,30053M10
91846,51958,,QGI,74729D10
91847,7539,,SETC,82647710
91848,51961,,BFD,09255D10
91849,51962,BR,BR,11133T10
91850,51963,CQP,CQP,16411Q10
91851,51964,,CHV,17157P10
91852,51965,,EEN,18383Q10
91853,51965,,EEW,18383Q20
91854,51966,,UFS,25755920
91855,7460,SFNC,SFNC,82873020
91856,51967,EOD,EOD,94987C10
91857,51968,,FHO,33735C10
91858,51969,SAR,SAR,80349A20
91859,51970,,GFA,36260740
91860,51789,,GAC,37185Y10
91861,51639,,HHR,42226E20
91862,51639,,HHK,42226E30
91863,7369,,CURE,83184020
91864,51639,,HHZ,42226E60
91865,51639,,HHQ,42226E76
91866,51639,,HHM,42226E80
91867,51639,,HHU,42226E85
91868,51639,,HRD,42226E86
91869,51639,,HHN,42226E87
91870,51639,,HHA,42226E88
91871,7306,,SPCO,83403210
91872,51971,IAE,IAE,92912J10
91873,37493,MBB,MBB,46428858
91874,37493,PFF,PFF,46428868
91875,51973,JCE,JCE,67090X10
91876,44072,PDP,PDP,46137V83
91877,43629,GMF,GMF,78463X30
91878,43629,GXC,GXC,78463X40
91879,43629,SPEM,SPEM,78463X50
91880,43629,,GAF,78463X80
91881,43629,,GML,78463X70
91882,43629,,GUR,78463X60
91883,51978,,TWC,88732J20
91884,51979,,TCM,89025E10
91885,51799,,TIL,89323710
91886,46431,VEU,VEU,92204277
91887,51981,,FSR,L3466T10
91888,51982,,ARUN,04317610
91889,51983,,BBND,08975050
91890,7620,,SOMB,83461610
91891,51984,,CCIX,19345930
91892,51985,,CLWR,18538Q10
91893,51805,,FNJN,31788H30
91894,51986,,CPHL,G1952211
91895,51987,CPLP,CPLP,Y1108220
91896,51988,,ETEL,29759R10
91897,51989,,FCAL,31939510
91898,51990,,FCSX,31308T10
91899,51991,,FIRE,83616T10
91900,51992,,GLUU,37989010
91901,51993,GSIT,GSIT,36241U10
91902,29231,HAYN,HAYN,42087720
91903,51994,,HYDG,44887Q10
91904,51995,,INVC,45773R10
91905,51996,,RLOG,75218210
91906,51997,,SENO,81724W10
91907,51998,SMCI,SMCI,86800U10
91908,51999,,SSFN,86032610
91909,52000,SUMR,SUMR,86564630
91910,52001,CTLP,CTLP,13810310
91911,52002,,VSBN,91792710
91912,52003,,XSEL,98398220
91913,52004,,YTEC,G9877710
91914,52113,AWP,AWP,00302L10
91915,52115,CNK,CNK,17243V10
91916,51187,,CZA,18383M72
91917,51187,,CZG,18383M73
91918,51187,,OTR,18383M77
91919,7509,,SONX,83544810
91920,51187,,SCV,18383M79
91921,51187,,XGC,18383M81
91922,51187,,MCG,18383M82
91923,51187,,BES,18383M83
91924,51187,,BMV,18383M84
91925,51187,,BST,18383M85
91926,20569,DAL,DAL,24736170
91927,7699,,SWHI,83608510
91928,52117,DNN,DNN,24835610
91929,52118,EDN,EDN,29244A10
91930,51639,,HRW,42226E50
91931,51639,,HHG,42226E70
91932,51639,,HRJ,42226E81
91933,37493,HYG,HYG,46428851
91934,50699,RSX,RSX,92189F40
91935,7934,,SITVY,84127120
91936,51972,,TVH,58439W10
91937,52120,TMUS,TMUS,87259010
91938,52121,EDD,EDD,61747710
91939,52122,,JGT,67090N10
91940,51974,,OKN,67522710
91941,51975,,MEJ,80250110
91942,52124,,SCR,82859P10
91943,7774,,SESL,84190010
91944,43629,GWX,GWX,78463X87
91945,43629,SPDW,SPDW,78463X88
91946,51977,,TPUT,06974410
91947,52126,UNG,UNG,91231830
91948,52127,BLV,BLV,92193779
91949,52127,BIV,BIV,92193781
91950,52127,BSV,BSV,92193782
91951,7353,,SHSB,84305510
91952,52127,BND,BND,92193783
91954,52129,,ARCW,00213H10
91955,52130,,ASFN,04887710
91956,52131,,CMSB,12600U10
91957,52132,,COMV,20585910
91958,52133,,DEEP,86825Q10
91959,52134,ESSA,ESSA,29667D10
91961,52135,,IEAM,45613220
91962,52136,,NHPI,64124410
91963,52137,,OCNF,Y6420212
91964,52138,OPTT,OPTT,67487050
91965,52139,,OREX,68616430
91966,52140,PNNT,PNNT,70806210
91967,52141,,SYUT,87164C10
91968,52142,TFSL,TFSL,87240R10
91969,52143,,DLGC,25250T20
91970,7678,,SWPA,84518610
91971,52144,,VRUS,71715N10
91972,52169,,,54153510
91973,52245,,ATV,00485420
91974,52246,,AGC,00763910
91975,52247,ACM,ACM,00766T10
91976,52248,,ANV,01934410
91977,45679,BGS,BGS,05508R10
91978,52250,BGY,BGY,09252410
91979,52251,,CAI,12477X10
91980,52114,,CHM,16939Q10
91981,51965,,CGW,18383Q50
91982,52252,,BUS,19885110
91983,52253,CLR,CLR,21201510
91984,52254,,CXZ,22765F10
91985,52255,,DXI,23286A10
91986,7675,,PNUTE,84751110
91987,51786,,DEK,24488U10
91988,52256,,DPO,26053710
91989,52257,FAB,FAB,33733C10
91990,52257,FAD,FAD,33733F10
91991,52259,FGB,FGB,33733G10
91992,52260,FRI,FRI,33734G10
91993,52257,FEX,FEX,33734K10
91994,7781,,SPEK,84752110
91995,52262,FXD,FXD,33734X10
91996,52262,FXG,FXG,33734X11
91997,52262,FXN,FXN,33734X12
91998,52262,FXO,FXO,33734X13
91999,52262,FXH,FXH,33734X14
92000,52262,FXR,FXR,33734X15
92001,52262,FXZ,FXZ,33734X16
92002,52262,FXL,FXL,33734X17
92003,52262,FXU,FXU,33734X18
92004,52257,FYX,FYX,33734Y10
92005,52257,FNX,FNX,33735B10
92006,7900,,SPCT,84756610
92007,52257,FTA,FTA,33735J10
92008,52257,FTC,FTC,33735K10
92009,52267,,HQS,40426A20
92010,52268,,JMP,46629U10
92011,50699,SMOG,SMOG,92189F50
92012,52272,,NBF,65488W10
92013,12934,,NWA,66728040
92014,7391,,SPRT,84916630
92015,52273,,ORS,68749U20
92016,52274,HNW,HNW,72365310
92017,52275,,RAF,74964Q10
92018,52276,,RRR,74972L10
92019,52277,,SLS,76932W10
92020,52278,,GEN,37185X10
92021,52279,,SLH,83421A10
92022,7528,,SPLFQ,84916R10
